task,profile_mode,split,query_uid,trace_order,query_index,workload_profile,graph_signature,rep_count,logical_memory_loaded_bytes,logical_key_loaded_bytes,logical_value_loaded_bytes,quant_kv_attention_calls,int_gemm_call_count,cache_hits,cache_misses,cache_skips,fallback_count,query_wall_ms,query_gpu_ms,encoder_wall_ms,decoder_wall_ms,cache_load_wall_ms,online_nog_prefix_wall_ms,cache_assembly_wall_ms,suffix_wall_ms,prefix_transformer_gpu_ms,suffix_gnn_gpu_ms,suffix_transformer_gpu_ms,dense_fc_gpu_ms,attention_gpu_ms,norm_residual_other_gpu_ms,quant_kv_attention_gpu_ms,kv_prepare_gpu_ms,int_qk_gpu_ms,softmax_prob_quant_gpu_ms,int_pv_gpu_ms,gnn_score_gpu_ms,gnn_message_gpu_ms,gnn_update_gpu_ms,gnn_other_gpu_ms
wikics,cache_bf16,test,wikics:test:000097:322b174a79431b1f,197,97,large_h6_n10_s100_wikics_arxiv,322b174a79431b1fa466fe9d6c4146656cfc4021c19412a8ee526263102c0b0d,3,0,0,0,0,0,64,0,1,0,1241.338009,1241.316650390625,1121.996395,117.984044,77.52006407827139,27.415615506470203,8.03051795810461,675.1082194969058,19.29408073425293,236.82400131225586,436.6741485595703,112.73343995213509,0.0,342.89213225245476,0.0,0.0,0.0,0.0,0.0,186.9250888824463,9.967167973518372,33.34188795089722,6.706688284873962
wikics,cache_bf16,test,wikics:test:000098:23be48b489bd9fb1,198,98,large_h6_n10_s100_wikics_arxiv,23be48b489bd9fb14fe360697fdf38ded476b0d934c1ba487c6b7cd9272b87df,3,0,0,0,0,0,62,0,1,0,1173.484239,1173.46240234375,1068.697525,102.048898,76.32979191839695,26.481440290808678,7.683353498578072,627.5357399135828,19.198848724365234,203.8881607055664,422.431640625,109.35852810740471,0.0,332.3381462395191,0.0,0.0,0.0,0.0,0.0,157.59679985046387,8.365600109100342,32.20313596725464,5.711869716644287
wikics,cache_bf16,test,wikics:test:000099:25d922430a6078eb,199,99,large_h6_n10_s100_wikics_arxiv,25d922430a6078eb827beb56e89fee9ffb162a0dff995eeecaf2bfa300f2b08d,3,0,0,0,0,0,58,0,1,0,1040.491283,1040.4688720703125,915.734867,122.793661,71.4288242161274,26.85661893337965,7.245732471346855,555.2139859646559,19.257728576660156,158.51935958862305,395.0711975097656,102.59900805354118,0.0,311.77247816324234,0.0,0.0,0.0,0.0,0.0,118.29647827148438,6.049791932106018,29.75971221923828,4.385404944419861
arxiv,cache_w8a8_m4k2v2,val,arxiv:val:000000:2ca62d00a890aa84,0,0,large_h6_n10_s100_wikics_arxiv,2ca62d00a890aa8464a6da3728825202198bcc513fe666faadd8aa998acdb9f2,3,16777216,2224128,2224128,84,2772,64,0,1,0,3953.646994,3953.1435546875,3624.144177,328.662502,292.2197422012687,415.571385063231,8.21712240576744,2770.856778137386,150.14309692382812,148.7138900756836,2620.019561767578,897.9175372421741,1291.71715259552,577.420423001051,1205.9271030426025,300.4354881364852,43.565759936347604,134.76892803050578,40.01843197643757,106.39209365844727,5.232767999172211,32.90796756744385,4.180900812149048
arxiv,cache_w8a8_m4k2v2,val,arxiv:val:000001:60580fb403549285,1,1,large_h6_n10_s100_wikics_arxiv,60580fb403549285c13a71ed0dd66a154ba7ca5299783abae7bc3d0ced297729,3,16252928,2224128,2224128,84,2688,62,0,1,0,3470.424811,3470.372802734375,3166.127839,305.379878,308.9579725638032,43.16634312272072,7.7047767117619514,2725.5930062383413,19.700096130371094,174.07686614990234,2550.148223876953,865.902559876442,1274.3266849517822,428.69164302945137,1190.735806465149,303.361119909212,43.67091196589172,134.19859195314348,39.283903980627656,130.6575984954834,6.686399936676025,31.894720554351807,4.838147163391113
arxiv,cache_w8a8_m4k2v2,val,arxiv:val:000002:0f56629b76181b48,2,2,large_h6_n10_s100_wikics_arxiv,0f56629b76181b48667d9cbcd2345c35f2620d7bfa2297baabc2f253e5b2d1f9,3,14417920,1044480,1044480,48,2394,55,0,1,0,2620.795684,2620.737548828125,2224.477266,391.970046,59.28582884371281,42.91981551796198,6.814374588429928,1989.7752050310373,19.691232681274414,113.4642562866211,1874.8073120117188,769.8731837272644,722.6125774383545,403.194531917572,675.1041288375854,171.49548825249076,24.610751947388053,75.59670409560204,22.09993600845337,78.5579195022583,3.8649280667304993,28.00559949874878,3.0334413647651672
arxiv,cache_w8a8_m4k2v2,val,arxiv:val:000003:f8a271ff72baf265,3,3,large_h6_n10_s100_wikics_arxiv,f8a271ff72baf265126e8db430172f5bed9c9bc1236ed2c483b676d3b3da5b06,3,15466496,1437696,1437696,60,2562,59,0,1,0,2862.093373,2862.033203125,2501.051436,357.909645,78.27326096594334,42.74631664156914,7.488802075386047,2271.0110871121287,19.60825538635254,133.08259201049805,2136.2820739746094,824.4006731808186,908.7194862365723,426.6461178958416,849.2647686004639,218.5699202325195,31.400223962962627,95.50611200556159,28.060991992242634,94.67600059509277,4.72652792930603,30.083360195159912,3.5991035103797913
arxiv,cache_w8a8_m4k2v2,val,arxiv:val:000004:90c6fb7029699303,4,4,large_h6_n10_s100_wikics_arxiv,90c6fb7029699303f3be39cfbbdd83064a30479ef55c381b7707847af46961e2,3,13369344,1044480,1044480,48,2226,51,0,1,0,2497.541276,2497.4853515625,2084.286507,409.963763,52.10269521921873,42.69841406494379,6.345182657241821,1899.7420212253928,19.5546875,93.93987274169922,1804.3541564941406,715.0379208028316,736.290397644043,376.73313441872597,688.5408973693848,177.4082561917603,24.52089600544423,76.96915198117495,23.16566400695592,62.59059238433838,2.9892799854278564,25.899136066436768,2.463264286518097
arxiv,cache_w8a8_m4k2v2,val,arxiv:val:000005:b1fb0d955f08ebcc,5,5,large_h6_n10_s100_wikics_arxiv,b1fb0d955f08ebcc1854a82d690b457a8b352e7b76fe61f26baecc15aca241c2,3,15466496,1634304,1634304,66,2562,59,0,1,0,2858.15214,2858.092041015625,2546.295377,310.430083,59.78768225759268,42.716117575764656,7.277524098753929,2349.340538494289,19.619583129882812,120.51334381103516,2227.1905212402344,823.863583624363,1001.9904947280884,420.8044108748436,936.124285697937,238.96252830233425,34.7888319818303,104.09788792952895,30.781695991754532,83.1329927444458,4.078271925449371,30.09939193725586,3.2026872038841248
arxiv,cache_w8a8_m4k2v2,val,arxiv:val:000006:df18bd588fa33fe2,6,6,large_h6_n10_s100_wikics_arxiv,df18bd588fa33fe2de8fe20a19987197c455f73623e4b9fecb2e949daa89b43c,3,16252928,2001408,2001408,78,2688,62,0,1,0,3486.148431,3486.079345703125,3174.026292,311.694889,62.30116914957762,42.79456194490194,7.651807740330696,2854.8784563317895,19.581632614135742,135.6649284362793,2717.4916076660156,865.0051886439323,1437.370837211609,434.6013415455818,1359.2051362991333,281.87942410167307,40.19974395260215,125.83091196790338,37.0077440161258,95.4197769165039,4.748351991176605,31.8505916595459,3.6454396843910217
